CURRENT_LAND_VALUE_2024,CURRENT_LAND_VALUE_2023,CURRENT_LAND_VALUE_2022,CURRENT_LAND_VALUE_2021,CURRENT_LAND_VALUE_2020,CURRENT_IMPROVEMENT_VALUE_2024,CURRENT_IMPROVEMENT_VALUE_2023,CURRENT_IMPROVEMENT_VALUE_2022,CURRENT_IMPROVEMENT_VALUE_2021,CURRENT_IMPROVEMENT_VALUE_2020,LATITUDE,LONGITUDE,Count_Per_Year_2020,Count_Per_Year_2021,Count_Per_Year_2022,Count_Per_Year_2023,Count_Per_Year_2024,MIN_DISTANCE_LIBRARY_METERS,CLOSEST_HOMELESS_SHELTER,CLOSEST_SCHOOL_METERS,COMMUNITY_CENTRE_DISTANCE_METERS,CLOSEST_DOG_PARK_METERS,YEAR_BUILT,BIG_IMPROVEMENT_YEAR
27565000.0,26716000.0,36593000.0,34720000.0,38437000.0,13172000.0,13054000.0,15722000.0,15634000.0,15474000.0,49.265275,-123.140136,22,22,22,21,21,321.8786754914491,1823.7440779939889,"{219.80916135893222, Public School}",639.2223923154313,1155.4323547539452,2002.0,2002.0
4937000.0,4688000.0,4597000.0,4113000.0,3856000.0,1884000.0,2032000.0,1999000.0,2002000.0,2024000.0,49.249617,-123.131953,1,1,1,1,1,1532.8081164789558,2363.6627157976545,"{309.46870026683507, Independent School}",855.0580086445239,1298.1451775722633,1995.0,1996.0
12284000.0,11772000.0,11693000.0,11306000.0,10906000.0,2411000.0,2469000.0,2564000.0,2345000.0,2434000.0,49.226942,-123.138862,4,4,4,4,4,1496.004908087098,4607.637861882181,"{618.9873350036071, Public School}",1496.004908087098,1535.2180492177383,2003.0,2003.0
15753000.0,15061000.0,15157000.0,13262000.0,10040000.0,3593000.0,3605000.0,3546000.0,2695000.0,1822000.0,49.238484,-123.163912,4,5,5,5,5,768.0050788710256,4896.250813368162,"{137.92834263628095, Independent School}",768.0050788710256,1065.278802688228,2020.0,2020.0
19842000.0,19474000.0,18181000.0,16507000.0,14027000.0,3648500.0,2559600.0,2534800.0,2182200.0,2226900.0,49.23305,-123.098295,13,13,13,13,13,702.0204830162102,3302.69087316634,"{417.2394249468218, Public School}",1140.974130225921,1058.7805826594467,2017.0,2018.0
3512000.0,3476000.0,3329000.0,2854000.0,2744000.0,1469000.0,1368000.0,1204000.0,1108000.0,716000.0,49.2328256,-123.1775136,1,1,1,1,1,1482.7884204691018,6058.674526418052,"{9.187247112410207, Public School}",1357.7087992459556,1139.4838627437384,1964.0,1964.0
25472000.0,25224000.0,24856000.0,21816000.0,19120000.0,3405700.0,3546300.0,3424900.0,3197300.0,3202200.0,49.262281,-123.173634,8,8,8,8,8,447.81268096838335,3840.6972894780215,"{463.99887472763913, Public School}",982.3110749356616,1120.7677090772358,1992.0,2005.0
10744000.0,10447000.0,10656000.0,9118000.0,8292000.0,2598200.0,2640900.0,2700000.0,2612800.0,2516500.0,49.2529632,-123.173376,4,4,4,4,4,1177.6041374776792,4436.816071761571,"{403.2102050700866, Public School}",1400.168310782607,232.84733426601372,2015.0,2016.0
21777000.0,19444596.0,17724000.0,13563000.0,14353000.0,4569400.0,4479200.0,4568300.0,3040600.0,3073200.0,49.217965,-123.077085,10,9,10,10,10,764.474923428237,5358.114139527614,"{444.2093032156207, Public School}",1793.8220360430864,1389.7962748525335,2020.0,2021.0
11449000.0,10648000.0,9903000.0,8419000.0,7750000.0,1770200.0,1685600.0,1647800.0,1511400.0,1466800.0,49.245246,-123.028533,7,7,7,7,7,1317.3834615318074,3919.306456201693,"{409.760558107146, Public School}",1317.3834615318074,889.1812102977942,2019.0,2019.0
38601000.0,37542000.0,38458000.0,32630000.0,29745000.0,6922400.0,6955000.0,6766100.0,6340500.0,6424100.0,49.252792,-123.172618,14,14,14,14,14,1207.6003706055412,4408.814787036177,"{427.501930189824, Public School}",1377.1500728674202,282.2681368251898,2011.0,2011.0
40383000.0,40925000.0,41621000.0,40451000.0,38941000.0,38293000.0,41890000.0,39573000.0,34029000.0,32588000.0,49.2898945,-123.139363,41,41,41,41,41,236.6498649937544,1294.604317723747,"{211.76030982506342, Public School}",236.6498649937544,503.7129664585874,1989.0,1989.0
25110000.0,23790000.0,21659000.0,18030000.0,14798000.0,6295700.0,6140200.0,6077600.0,5215600.0,4220600.0,49.216539,-123.08826,14,15,15,15,15,1448.794270577577,5250.512467950426,"{288.31639505277883, Public School}",1141.7186976797375,623.3219292549112,2019.0,2019.0
15171000.0,15171000.0,17508000.0,17508000.0,19452000.0,20702000.0,23264000.0,20192000.0,17428000.0,15375000.0,49.288387,-123.1346874,3,3,3,3,3,196.97756130380537,940.4432310436206,"{204.42516345046346, Public School}",196.97756130380537,668.1375055397277,1969.0,1969.0
34107000.0,32924000.0,31546000.0,29470000.0,25202000.0,4897000.0,4893800.0,4606900.0,4284800.0,4598400.0,49.240375,-123.101439,25,25,25,25,25,604.1840983911161,2463.2062671052845,"{110.30054102103227, Public School}",604.1840983911161,382.7615598459075,2009.0,2010.0
27491000.0,27148000.0,24601000.0,22859000.0,23435000.0,2959200.0,2944300.0,3209100.0,2821500.0,2813800.0,49.279435,-123.072486,27,27,27,27,27,436.9570567487648,1131.7289188887155,"{468.6914343369134, Public School}",436.9570567487648,859.601455584919,2002.0,2002.0
17397000.0,16379000.0,14520000.0,13089000.0,11739000.0,1328300.0,1309500.0,1329300.0,1146600.0,1161200.0,49.2321953,-123.0772194,11,11,11,11,11,995.9691516446812,3944.166324640524,"{623.6363326395609, Public School}",712.0799015186079,594.5675383711773,2012.0,2012.0
18629000.0,17973000.0,16201000.0,13874000.0,12347000.0,4367500.0,3191800.0,3220500.0,2869800.0,2857000.0,49.223839,-123.039064,9,9,9,9,9,533.3729350272677,5502.416876622645,"{403.9842152746708, Public School}",554.0246528424963,657.5676016396258,2013.0,2013.0
14111000.0,13792000.0,13201000.0,11993000.0,11144000.0,1621900.0,1655900.0,1774500.0,2803000.0,2833600.0,49.28027,-123.093613,7,7,7,7,7,161.940760316084,260.82740747558296,"{163.1303728141604, Public School}",161.940760316084,738.1621035386385,1992.0,1992.0
27716000.0,27789384.0,25256000.0,22745000.0,23871000.0,5697800.0,5899800.0,6939600.0,6301800.0,5836700.0,49.265244,-123.087516,31,31,31,31,31,926.3422636216836,1110.1098168986073,"{491.4626165423091, StrongStart BC}",926.3422636216836,1144.278108898263,1986.0,1986.0
31420000.0,29679000.0,27965000.0,24263000.0,20555000.0,5369600.0,5229400.0,5022900.0,4517300.0,4481200.0,49.234696,-123.07972,18,18,18,18,18,961.2336234023688,3612.1728227645126,"{508.1414868837882, Public School}",522.2928055552587,897.8225864891185,2010.0,2011.0
13488000.0,13170000.0,12990000.0,13011000.0,13100000.0,3859000.0,3542000.0,3340000.0,3302000.0,3230000.0,49.2489761,-123.1852625,1,1,1,1,1,331.8332393483749,5380.906195383567,"{235.013939398481, Independent School}",721.279871196067,742.5246968071069,2016.0,2016.0
1399000.0,1481000.0,1707000.0,1180000.0,7079000.0,2283000.0,2223000.0,1891000.0,1941000.0,4766000.0,49.284473,-123.099342,1,1,1,1,1,379.0696159731637,241.36077097152327,"{770.8154834438677, Public School}",174.65623475499956,161.7784896971928,1989.0,1990.0
16619000.0,16278000.0,15337000.0,13722000.0,11982000.0,2307000.0,2420300.0,2491400.0,2347000.0,2836000.0,49.273956,-123.067721,9,9,9,9,9,477.40077734799263,468.7171341967915,"{272.4728181733573, Public School}",477.40077734799263,1164.7838411068226,1954.0,1999.0
9303000.0,8040500.0,6778000.0,7100000.0,0.0,0.0,0.0,0.0,0.0,0.0,49.283998,-123.093149,0,1,1,1,1,481.8783074424858,223.6456004673473,"{481.05980658215145, Public School}",286.7879507078297,605.4984016828231,1951.0,1970.0
7654000.0,9979000.0,11152000.0,9302000.0,12126000.0,9976800.0,6822900.0,3908800.0,4670500.0,2961000.0,49.283126,-123.091233,7,7,7,7,7,370.3416189357013,140.61725355081353,"{368.97849092164483, Public School}",370.3416189357013,764.8093539135838,1979.0,1980.0
9197000.0,9197000.0,8430000.0,8430000.0,9963000.0,3843000.0,4420000.0,4914000.0,4461000.0,4247000.0,49.2857822,-123.0581144,1,1,1,1,1,800.7095047171764,1904.868337888205,"{190.1625981687033, StrongStart BC}",1468.7102108395177,849.2487115223433,1977.0,1979.0
43745000.0,41769000.0,37880000.0,33526000.0,32790000.0,6319100.0,6232700.0,5369200.0,4725900.0,4816000.0,49.260472,-123.070283,30,30,30,30,30,1315.8905612017606,985.7885434434866,"{339.15278295862294, Independent School}",671.7351043219536,672.2687309742598,2019.0,2019.0
16681000.0,16042000.0,15815000.0,13490000.0,13212000.0,3350700.0,3345300.0,3149500.0,3245200.0,3272600.0,49.280416,-123.062239,10,10,10,10,10,889.4295531281135,1243.0242983688963,"{180.28341211315328, Public School}",995.0546183259202,1504.297516168163,2015.0,2015.0
63834001.0,67616001.0,61815001.0,55794001.0,56665001.0,25631001.0,27146001.0,28325001.0,25580001.0,25095001.0,49.2457415,-123.1092431,119,119,119,119,119,236.8801343050747,1861.7412125747687,"{289.7777977905918, Public School}",236.8801343050747,486.2886628940298,2013.0,2013.0
42568000.0,41186136.0,38479000.0,33799000.0,32644000.0,13148900.0,13440700.0,11653000.0,11259400.0,12442300.0,49.229579,-123.057902,18,18,18,19,19,1278.155768058483,4515.091779232019,"{247.22783145640102, Public School}",1009.9465304606614,865.0911657496464,2015.0,2015.0
1701000.0,1670000.0,1560000.0,1404000.0,1192000.0,45400.0,46300.0,47800.0,42300.0,43600.0,49.232979,-123.086861,1,1,1,1,1,460.4413909435801,3543.9585632867734,"{173.50628997908163, Public School}",1028.2408630376294,1280.7380099832576,1949.0,1965.0
14450000.0,16320000.0,17165000.0,16145000.0,19014000.0,27200.0,25800.0,23400.0,22900.0,22400.0,49.27152,-123.075471,1,1,1,1,1,469.5939040777578,431.707131653406,"{445.90356389685525, Public School}",469.5939040777578,784.4584079467265,1955.0,1970.0
27884000.0,27925000.0,27482000.0,22619000.0,21282000.0,8056000.0,8108000.0,8011000.0,7738000.0,7786000.0,49.247441,-123.13403,8,8,8,8,8,1738.381723812624,2631.306780707096,"{455.4642845150442, Independent School}",1105.5396480171994,1103.5841726820595,2013.0,2013.0
29074000.0,29074000.0,29074000.0,29074000.0,31149000.0,6281300.0,7880600.0,6716600.0,4881600.0,4865000.0,49.268077,-123.140915,5,5,5,5,5,623.8911114291735,1592.8317551927985,"{533.3105945307088, Public School}",522.8481934729795,954.5846963727092,1971.0,1995.0
3527000.0,3380000.0,3457000.0,2750000.0,2697000.0,483000.0,499000.0,487000.0,461000.0,472000.0,49.239224,-123.146942,1,1,1,1,1,996.2965484502678,3936.629835737561,"{401.6201387849758, Public School}",996.2965484502678,434.260129467878,1991.0,1991.0
10114000.0,10035780.0,11671000.0,11671300.0,12967800.0,8502000.0,10435000.0,8535000.0,4402000.0,4406000.0,49.28897,-123.14012,2,2,2,2,2,309.3496585985275,1268.2665372492688,"{282.93727990816564, Public School}",309.3496585985275,533.1942112372883,1974.0,1974.0
42887000.0,41321000.0,41691000.0,35947000.0,33077000.0,5027200.0,5072500.0,4890800.0,4294700.0,4279500.0,49.260294,-123.205581,15,15,15,15,15,418.4268289604526,6036.315385994574,"{426.44132344968995, Public School}",1281.812779447916,1417.9277832696746,2010.0,2010.0
11981000.0,11981000.0,13824000.0,13824000.0,15361000.0,12943000.0,14479000.0,12203000.0,9801000.0,8711000.0,49.2807559,-123.1379064,1,1,1,1,1,1025.185858859874,744.6794157407355,"{642.4214316279913, Public School}",1025.185858859874,540.6932248743977,1959.0,1959.0
2810000.0,2662000.0,2993000.0,10387000.0,10934000.0,1910000.0,1775000.0,1377000.0,4269000.0,5009000.0,49.279445,-123.095338,1,1,1,1,1,281.1934643036041,211.23045530710425,"{283.0418612485332, Public School}",281.1934643036041,695.6651785292831,1981.0,1981.0
12661000.0,11821000.0,10905000.0,9587000.0,8699000.0,3142900.0,3055800.0,3081400.0,2533900.0,2415100.0,49.220031,-123.072183,6,6,6,6,6,385.454797675852,5301.738751269311,"{121.47541283781484, Public School}",2067.73830730081,1095.576159717666,2012.0,2012.0
57857000.0,57136578.0,53774000.0,49378000.0,50016000.0,6108700.0,7884200.0,8204400.0,6453300.0,6406000.0,49.269958,-123.154826,54,54,54,54,54,1164.1395952113476,2232.6604463937133,"{471.3844322581794, Public School}",953.8979068788408,1010.824967536916,1985.0,1985.0
37892000.0,36861101.0,34767000.0,31280000.0,28323000.0,5534700.0,5518000.0,5201400.0,4449300.0,4400000.0,49.264533,-123.046936,16,16,16,16,16,1379.0366317414978,1591.0809766277405,"{247.98922889731523, Public School}",1081.5318761012063,905.5455457865064,2016.0,2017.0
2185000.0,2055000.0,2141000.0,1782000.0,1707000.0,93200.0,96300.0,101000.0,88500.0,91200.0,49.242965,-123.17016,1,1,1,1,1,1170.5220831887636,4966.976502638437,"{792.8123250904054, Public School}",1316.9854849592186,405.6450564792466,1978.0,1978.0
44160000.0,42314000.0,41568000.0,36852000.0,34388000.0,4227700.0,4236100.0,4120300.0,3826000.0,3246000.0,49.252089,-123.112514,16,16,16,16,16,980.6587975889628,1237.745630040382,"{354.0881932114392, Public School}",644.0327705438184,1227.837576065488,2019.0,2019.0
121272000.0,120634000.0,107847000.0,97212000.0,96904000.0,35473100.0,35417300.0,37272900.0,33409500.0,32896000.0,49.231876,-123.128158,92,92,92,92,92,800.9154257173849,3754.086632790911,"{176.36857011932122, Independent School}",1932.7166141167468,728.9140865736962,2016.0,2016.0
47314000.0,47810276.0,43807000.0,42461000.0,40865000.0,10264000.0,10385800.0,11059600.0,10355400.0,10226200.0,49.275471,-123.120747,36,36,36,36,36,600.4511594556172,498.7164573791373,"{380.89304696272734, Public School}",251.10997224977,282.44303739922145,1913.0,1996.0
2264000.0,2184000.0,1969000.0,1674000.0,1493000.0,102000.0,106000.0,109000.0,95900.0,104000.0,49.228562,-123.03645,1,1,1,1,1,959.546806129517,5099.5557966093165,"{519.1138475012965, Public School}",591.5803701134033,754.482680473523,1978.0,1978.0
39641000.0,37905000.0,38159000.0,33221000.0,30166000.0,4950100.0,5144900.0,5156500.0,5070300.0,5067800.0,49.238394,-123.172816,12,12,12,12,12,1255.6198980378067,5411.990522807022,"{251.8601689716589, Public School}",1226.2247342736598,720.6064091857213,2003.0,2004.0
15982000.0,15405000.0,13912000.0,11780000.0,10492000.0,1748100.0,1717100.0,1712300.0,1507100.0,1491900.0,49.222921,-123.039403,8,8,8,8,8,428.8011509820125,5588.272161892259,"{434.9576263091033, Public School}",616.2229628555061,700.6215495409309,2013.0,2013.0
11565000.0,11181000.0,9924000.0,9177000.0,9198000.0,2501000.0,2418000.0,2466000.0,2283000.0,2333000.0,49.2174402,-123.1263738,7,7,7,7,7,1261.927494018454,5209.8342601830345,"{102.80245638234774, Public School}",337.01373628727526,2119.3008137656893,2004.0,2004.0
10030000.0,9584000.0,9367000.0,8319000.0,8250000.0,6470000.0,6514000.0,6307000.0,5843000.0,5866000.0,49.224756,-123.146157,3,3,3,3,3,1230.046746472119,5101.065962411386,"{575.3531579048747, Public School}",1230.046746472119,1893.0176101462723,2012.0,2012.0
4488000.0,4488000.0,4488000.0,4167000.0,4274000.0,2400000.0,2782000.0,3481000.0,3053000.0,2708000.0,49.23254,-123.158528,1,1,1,1,1,127.0298448253046,5059.063720862753,"{616.8905070592353, Public School}",127.0298448253046,1412.8893508813007,1959.0,1959.0
23506000.0,23975800.0,22190000.0,18509000.0,17001000.0,1995000.0,2433700.0,1947400.0,1733500.0,1746200.0,49.2302675,-123.037456,16,16,16,16,16,758.0619095401158,4897.141724219837,"{453.8374855718905, Public School}",596.5916411629646,750.8708115847235,2018.0,2018.0
23938000.0,22621000.0,22146000.0,18173000.0,17902000.0,2584300.0,2658800.0,2566800.0,2394100.0,2433100.0,49.221519,-123.151706,7,7,7,7,7,1356.6459864671333,5628.361976976066,"{455.7882032623161, Public School}",1356.6459864671333,1487.5291969486102,2015.0,2016.0
50049000.0,48162000.0,44058000.0,38479000.0,34730000.0,11090000.0,10186600.0,9261800.0,7831900.0,7823200.0,49.219044,-123.083129,29,29,29,30,30,1180.946020298362,5089.105778323036,"{338.08035375335294, Public School}",1339.3411903207982,1086.087571290126,2021.0,2021.0
4178000.0,4035000.0,3855000.0,3950000.0,3674000.0,143000.0,151000.0,154000.0,148000.0,129000.0,49.276449,-123.091635,2,2,2,2,2,372.7433979586954,604.8127831773353,"{374.07119810754443, Public School}",372.7433979586954,385.7766775113743,1908.0,1975.0
13304000.0,13035370.0,11860000.0,10660000.0,9902000.0,871000.0,870900.0,827500.0,764600.0,777300.0,49.257582,-123.065904,8,8,8,8,8,1163.8730339110348,1349.7655933459764,"{258.60994403745286, Independent School}",255.43549686139448,269.18318947571066,2003.0,2003.0
12499000.0,11928000.0,11338000.0,9715000.0,8845000.0,1362300.0,1391300.0,1400400.0,1218500.0,1222100.0,49.27114,-123.058126,7,7,7,7,7,1235.0356172690074,687.3640588370978,"{190.71422407957718, Public School}",1240.5761591081978,1542.6562306394271,1982.0,2001.0
37166000.0,36215056.0,36275000.0,32898000.0,30522000.0,6888700.0,7213400.0,6672800.0,5989700.0,5997900.0,49.229427,-123.134681,11,11,11,11,11,1320.4663414714178,4215.361063287793,"{208.66181979516205, Public School}",1681.062551100359,1140.564972366386,2021.0,2021.0
2079000.0,2058000.0,2058000.0,1758000.0,1590000.0,70300.0,72700.0,78000.0,68900.0,70800.0,49.263137,-123.196936,1,1,1,1,1,847.3494896228445,5338.070933337089,"{123.81690522039474, Independent School}",1108.660011804002,1301.2098258524595,1972.0,1972.0
2628000.0,2532000.0,2550000.0,2200000.0,2020000.0,254000.0,250000.0,235000.0,226000.0,235000.0,49.259003,-123.209218,1,1,1,1,1,502.0512930933106,6334.172126272141,"{602.3635520508984, Public School}",1463.5654295174534,1572.1832451891405,1991.0,1991.0
7152000.0,7028000.0,6810000.0,5764000.0,5438000.0,595300.0,576300.0,537200.0,476900.0,480100.0,49.230344,-123.102055,4,4,4,4,4,858.7118146825366,3568.3176245111167,"{354.8531258963414, Public School}",834.4525743552192,881.003969183935,2012.0,2012.0
13852000.0,12711411.0,11088000.0,10565000.0,9930000.0,1336400.0,1331400.0,1232900.0,1141600.0,1159900.0,49.262401,-123.06457,9,9,9,9,9,1613.2331814118752,841.5367431840419,"{323.9757575672398, Public School}",792.475423679168,569.0945590090333,2007.0,2007.0
22175000.0,20056000.0,18293000.0,16873000.0,15945000.0,4880400.0,4415200.0,4896400.0,4520600.0,4613000.0,49.261602,-123.096222,52,52,52,52,52,416.3272924020292,704.2010428738809,"{249.91001479601593, StrongStart BC}",416.3272924020292,1511.103326750988,1981.0,1987.0
24975000.0,24297000.0,22157000.0,19392000.0,18059000.0,2335500.0,2385500.0,2383700.0,2107200.0,2106200.0,49.238365,-123.065993,15,15,15,15,15,1371.6177308052766,3459.6437676384203,"{534.2552968566811, Public School}",690.3778902941106,277.21879714996567,2005.0,2005.0
18125000.0,17181000.0,15647000.0,12910000.0,11394000.0,3690800.0,3608100.0,3487000.0,3019800.0,2872800.0,49.21202,-123.080027,11,11,11,11,11,1279.989696022929,5901.140698761822,"{552.4003065293322, Public School}",1922.6021399657327,1043.6832579509305,2007.0,2007.0
26103000.0,25563000.0,24859000.0,23342000.0,21620000.0,3140000.0,3222000.0,3478000.0,3240000.0,3230000.0,49.260066,-123.150901,11,11,11,11,11,1015.3506801632016,2740.499374663288,"{294.3207339904719, Public School}",704.8210127002098,1901.019096017309,1980.0,1995.0
32659000.0,32380000.0,32263000.0,31008000.0,32430000.0,5201500.0,6992700.0,6976500.0,4850800.0,3964300.0,49.266549,-123.157315,8,8,8,8,8,851.3039223613072,2584.4522062812125,"{313.00058554988726, Independent School}",534.3912890262735,1430.322012436702,1968.0,1985.0
89926000.0,84617273.0,75645000.0,65231000.0,57765000.0,10960200.0,10643500.0,10458400.0,7788000.0,6484900.0,49.212238,-123.055196,35,35,35,35,35,1187.915314760116,6446.107704353394,"{255.0340080191626, Public School}",1694.775040827623,162.00595481537837,2021.0,2021.0
20504000.0,19024000.0,17848000.0,15186000.0,13875000.0,2465700.0,2431400.0,2404400.0,2158300.0,2196100.0,49.253211,-123.049801,12,12,12,12,12,501.7834199269654,2236.9612958029456,"{141.76213104535262, Independent School}",501.7834199269654,459.3196265556811,2015.0,2015.0
29118000.0,28153000.0,28523000.0,23958000.0,21933000.0,10936800.0,10117200.0,9455800.0,6853000.0,6022800.0,49.24329,-123.181115,9,9,9,9,9,443.6246577245359,5589.096337299609,"{676.5318356209048, Independent School}",524.4252647148667,466.08948693934775,2021.0,2021.0
26702000.0,25957000.0,24735000.0,22219000.0,20790000.0,4887200.0,5047200.0,5010400.0,4761200.0,4787200.0,49.249204,-123.147524,6,6,6,6,6,1684.649380435898,3221.408817343825,"{275.90034617194397, Public School}",1699.7972289375052,679.0868726188056,2013.0,2014.0
9218000.0,9246000.0,17009000.0,16022000.0,16137000.0,1886400.0,1892300.0,2341700.0,2106900.0,2109800.0,49.259484,-123.116212,18,18,18,18,18,1279.397437122193,815.4841215886127,"{263.55503974726213, Independent School}",819.9605311238589,1027.2426672995994,1987.0,1987.0
37419000.0,34283218.0,32273000.0,28795000.0,24674000.0,5387900.0,4270000.0,3782100.0,3237800.0,3221800.0,49.244515,-123.081349,20,20,20,20,20,672.8473142173465,2663.2040310300213,"{233.79149077908977, Public School}",792.2390369772022,635.86743649685,2006.0,2006.0
11532000.0,11206000.0,11244000.0,9727000.0,9263000.0,4718000.0,3809000.0,3323000.0,3107000.0,3131000.0,49.235703,-123.108915,4,4,4,4,4,688.0130695147184,2970.002150996668,"{490.4823803517528, Public School}",903.356999103128,274.9337021129488,2014.0,2014.0
13762000.0,13670000.0,12158000.0,10721000.0,11140000.0,2270500.0,2264300.0,2834000.0,2514000.0,2717000.0,49.2115443,-123.0292865,21,21,21,21,21,1155.090350777214,7037.328086985822,"{296.3457671970829, Public School}",377.6208616132746,529.0068551277186,1980.0,1981.0
17157000.0,16644000.0,16005000.0,12813000.0,12504000.0,4429000.0,4482000.0,4504000.0,4265000.0,4240000.0,49.241315,-123.150025,5,5,5,5,5,1038.3066915743518,3944.328597178561,"{466.14035520399204, Public School}",1038.3066915743518,260.3712792381959,2010.0,2010.0
25123000.0,24435000.0,22450000.0,19206000.0,17256000.0,3357800.0,3307500.0,3172500.0,2918000.0,2905800.0,49.273213,-123.03627,16,16,16,16,16,1312.5089710935033,2288.063821876568,"{198.89320861180988, Public School}",882.5669425872319,715.504264502184,2006.0,2006.0
11753000.0,11284000.0,10371000.0,8303000.0,7862000.0,3106700.0,3016900.0,2943000.0,2619800.0,2640700.0,49.255486,-123.033621,7,7,7,7,7,762.3082305888338,2916.766502141585,"{376.7611470983124, Independent School}",762.3082305888338,162.6679390013505,2016.0,2016.0
7153000.0,6961000.0,6410000.0,5777000.0,4958000.0,954000.0,972000.0,1002000.0,922000.0,942000.0,49.260218,-123.058042,4,4,4,4,4,1395.5118373476002,1256.8235459895325,"{231.38360594921917, Public School}",769.4141098327358,425.0473492498449,1994.0,1994.0
140299001.0,148962981.0,137105001.0,126547001.0,114297001.0,55374601.0,58804901.0,65532601.0,60193201.0,59143501.0,49.2807229,-123.1269403,217,217,217,217,217,830.4429942044432,130.23821423400045,"{138.4629552347016, Independent School}",392.3675270389981,364.003928275834,1994.0,1994.0
7370000.0,7204000.0,6620000.0,5900000.0,5434000.0,467800.0,495500.0,595300.0,565100.0,588900.0,49.277799,-123.065943,5,5,5,5,5,620.216015226885,901.1452862633548,"{120.89342985324966, Independent School}",620.216015226885,1273.110779996575,1924.0,1975.0
22634000.0,22634000.0,21605000.0,21605000.0,22120000.0,33394000.0,35577000.0,34986000.0,31449000.0,31853000.0,49.264514,-123.135605,1,1,1,1,1,230.57700267350947,1706.732150824188,"{363.79679705870416, Public School}",555.6403329595175,860.1855959355361,1981.0,1988.0
12901000.0,12356000.0,11438000.0,9486000.0,8131000.0,3677000.0,3586000.0,3507000.0,3150000.0,3189000.0,49.236734,-123.062034,7,7,7,7,7,1412.2266249667798,3677.481536363753,"{332.38104048404756, Public School}",997.1832363271568,364.83878019259447,2014.0,2015.0
31018000.0,31928000.0,29670000.0,28041000.0,26325000.0,5973200.0,6284800.0,7242500.0,6747800.0,6810700.0,49.2793328,-123.0895326,25,25,25,25,25,151.8768437370532,301.35802672784115,"{150.74335115323643, Public School}",151.8768437370532,477.7740165565608,1989.0,2005.0
18300000.0,17702018.0,16380000.0,13968000.0,12516000.0,1558400.0,1565300.0,1358700.0,1246100.0,1253900.0,49.278269,-123.041724,12,12,12,12,12,667.8316028814214,2087.083759831314,"{221.0965256060958, Public School}",341.33089432133465,1362.700358335929,2001.0,2001.0
1390000.0,1320000.0,1212000.0,1007000.0,958000.0,297000.0,290000.0,272000.0,253000.0,262000.0,49.2738,-123.026052,1,1,1,1,1,1908.2442561627283,3030.391079586201,"{894.7631828876423, Public School}",1216.1206394277328,1008.9683693398828,1994.0,1994.0
35812000.0,35165000.0,35773000.0,30827000.0,30514000.0,7827900.0,7199600.0,6719100.0,6254700.0,6250900.0,49.235553,-123.196544,13,13,13,13,13,1407.366067904434,6988.50836228403,"{301.8481027577441, Public School}",1003.7821681616864,467.34847398718085,2009.0,2010.0
7229000.0,7031000.0,6542000.0,6097000.0,5536000.0,1005000.0,860000.0,848000.0,695000.0,692000.0,49.2684141,-123.1818259,3,3,3,3,3,1038.0937382636737,4110.753268110911,"{217.4290585731571, Public School}",1687.6314509653798,1826.01409960414,1912.0,1995.0
37936000.0,37858000.0,33617000.0,31228000.0,29707000.0,13956000.0,13926000.0,13983000.0,12989000.0,12867000.0,49.2817207,-123.1210465,89,89,89,89,89,454.5057330803506,392.81948736269777,"{303.38331407904366, Independent School}",450.3806628919416,547.5143448316171,1998.0,1998.0
16985000.0,16421000.0,18665000.0,19930000.0,18299000.0,2767800.0,2835900.0,2798600.0,2829100.0,2879400.0,49.234953,-123.181569,10,10,10,10,10,1262.749729950802,6151.481826588037,"{346.2629994769643, Independent School}",1000.0694170516124,903.7376463378824,1999.0,2000.0
17570000.0,16995000.0,16855000.0,14230000.0,13310000.0,404600.0,414700.0,421200.0,384000.0,400100.0,49.241714,-123.133995,5,5,5,5,5,1578.4378040320282,3070.6979619175377,"{639.0455484919671, Public School}",1547.989302247368,625.4073343987855,1925.0,1970.0
8308000.0,7708000.0,7175000.0,6051000.0,5599000.0,754600.0,757600.0,754400.0,674600.0,692100.0,49.246051,-123.02858,5,5,5,5,5,1262.5089109908354,3855.11308218317,"{490.4950824269143, Public School}",1262.5089109908354,801.6915938709508,1998.0,1998.0
12171000.0,12909000.0,55703000.0,90482000.0,23409000.0,1736000.0,4471000.0,9038000.0,4597100.0,3645400.0,49.263598,-123.138169,8,8,8,8,8,87.91326897611481,1907.6753799264463,"{155.34688514017034, Public School}",712.5516788351856,1070.4762858931456,2021.0,2021.0
39815000.0,38493000.0,37539000.0,33957000.0,30906000.0,12158900.0,11810200.0,11000800.0,10293300.0,9802300.0,49.237662,-123.185054,14,14,13,14,14,927.9915061064094,6196.405611830552,"{721.0655523831914, Independent School}",618.0124388839507,863.1042563464998,2018.0,2019.0
19527000.0,19527000.0,19527000.0,18111000.0,18678000.0,15548000.0,18492000.0,17946000.0,16154000.0,11059000.0,49.267068,-123.1181875,1,1,1,1,1,1340.9842695825864,422.7679284385227,"{629.2188377842973, Public School}",738.343251210146,331.094890154664,1977.0,1977.0
3793000.0,3964000.0,3666000.0,3187000.0,3287000.0,990000.0,1026000.0,1138000.0,1118000.0,1187000.0,49.272202,-123.074201,3,3,3,3,3,378.9592111315231,414.341322747436,"{328.4814369547077, Public School}",378.9592111315231,808.3902380306563,1987.0,1987.0
