FOLIO,ADDRESS,2024,2023,2022,2021,2020
101750,4691 208B ST,338000,340000,264000,133000,212000
101680,4692 208B ST,201000,205000,159000,86400,129000
100872,4550 209 ST,230000,233000,180000,100000,140000
101130,4551 209 ST,483000,486000,380000,185000,277000
100871,4554 209 ST,574000,573000,465000,317000,392000
100720,4560 209 ST,160000,166000,133000,70200,108000
100680,4561 209 ST,188000,195000,155000,84600,125000
100730,4570 209 ST,486000,486000,420000,228000,293000
100690,4571 209 ST,143000,144000,116000,61300,91500
100700,4581 209 ST,333000,339000,272000,153000,223000
101640,4674 209 ST,236000,239000,187000,102000,155000
101650,4675 209 ST,201000,205000,160000,90400,137000
101630,4684 209 ST,184000,188000,147000,80200,120000
101660,4685 209 ST,243000,245000,189000,104000,155000
101670,4695 209 ST,165000,168000,133000,71700,112000
101880,4708 209 ST,208000,211000,165000,89700,137000
101530,4709 209 ST,181000,184000,143000,78200,117000
101920,4718 209 ST,243000,247000,192000,110000,167000
101540,4719 209 ST,227000,231000,179000,98700,147000
101550,4723 209 ST,288000,288000,241000,137000,184000
100232,4724 209 ST,742000,739000,591000,405000,619000
100231,4726 209 ST,272000,274000,211000,113000,167000
101260,4730 209 ST,142000,147000,118000,59800,98300
101980,4741 209 ST,138000,142000,110000,60400,91500
101250,4750 209 ST,140000,143000,112000,62700,97100
101240,4760 209 ST,149000,152000,119000,62900,95800
008379,4813 209 ST,309000,312000,254000,175000,275000
008382,4814 209 ST,325000,329000,267000,187000,282000
008381,4824 209 ST,304000,307000,249000,168000,264000
008380,4834 209 ST,356000,358000,290000,195000,304000
008351,4844 209 ST,342000,345000,279000,188000,296000
008358,4853 209 ST,369000,373000,302000,210000,334000
008350,4854 209 ST,420000,423000,343000,231000,362000
008357,4863 209 ST,486000,490000,403000,262000,388000
008349,4864 209 ST,351000,354000,287000,194000,305000
008356,4873 209 ST,329000,332000,269000,184000,291000
008348,4874 209 ST,328000,331000,268000,179000,280000
008355,4883 209 ST,289000,291000,237000,177000,265000
008354,4893 209 ST,342000,345000,281000,190000,300000
008353,4913 209 ST,329000,325000,283000,203000,293000
008330,4914 209 ST,397000,399000,322000,217000,339000
008352,4923 209 ST,425000,429000,348000,222000,352000
060700,4933 209 ST,252000,255000,198000,103000,161000
060710,4943 209 ST,293000,296000,228000,123000,186000
060720,4953 209 ST,150000,155000,123000,65700,101000
060730,4963 209 ST,169000,175000,138000,73700,114000
060740,4973 209 ST,162000,165000,129000,72400,109000
060890,4974 209 ST,146000,151000,120000,64300,100000
060750,4983 209 ST,289000,292000,226000,112000,176000
060760,4993 209 ST,188000,195000,152000,78700,121000
060770,5003 209 ST,192000,198000,155000,83100,126000
060780,5013 209 ST,162000,168000,133000,74000,114000
060790,5014 209 ST,238000,240000,185000,98400,147000
062090,5023 209 ST,223000,228000,177000,97100,144000
062060,5024 209 ST,212000,216000,168000,87400,132000
062080,5033 209 ST,232000,237000,190000,109000,152000
061970,5054 209 ST,218000,220000,169000,66900,98300
062181,5064 209 ST,295000,298000,242000,167000,266000
062182,5070 209 ST,310000,313000,256000,181000,284000
062206,5071 209 ST,327000,330000,269000,183000,291000
062183,5074 209 ST,305000,309000,252000,171000,271000
062205,5075 209 ST,358000,362000,295000,203000,324000
062203,5085 209 ST,312000,315000,257000,176000,278000
062202,5091 209 ST,458000,461000,369000,238000,373000
007490,5118 209 ST,175000,178000,140000,76100,118000
007500,5127 209 ST,191000,194000,151000,83300,126000
007480,5128 209 ST,211000,215000,168000,88600,132000
007510,5137 209 ST,310000,312000,247000,83100,124000
007470,5138 209 ST,338000,337000,257000,71700,111000
007520,5147 209 ST,248000,250000,194000,101000,156000
007460,5148 209 ST,209000,213000,168000,91900,137000
003930,5252 209 ST,274000,277000,217000,121000,189000
003890,5253 209 ST,931000,914000,755000,515000,819000
003903,5262 209 ST,143000,146000,114000,60300,96500
003901,5263 209 ST,147000,143000,90500,66500,79100
003902,5270 209 ST,293000,297000,239000,134000,193000
000531,5525 209 ST,1395000,1449000,675000,119000,293000
100940,4540 209A ST,381000,381000,313000,179000,250000
100950,4550 209A ST,265000,267000,207000,109000,163000
100960,4560 209A ST,772000,768000,614000,424000,649000
100970,4570 209A ST,132000,135000,108000,57900,91000
100830,4571 209A ST,233000,238000,186000,101000,152000
100980,4580 209A ST,10000,10000,10000,69100,100000
100820,4581 209A ST,550000,547000,469000,330000,523000
100990,4590 209A ST,354000,356000,271000,149000,220000
101000,4600 209A ST,156000,161000,126000,67300,103000
101010,4610 209A ST,208000,212000,168000,89800,142000
101020,4620 209A ST,356000,358000,275000,148000,222000
101050,4621 209A ST,369000,368000,285000,151000,227000
101030,4630 209A ST,413000,416000,320000,169000,256000
101040,4631 209A ST,189000,193000,149000,76100,118000
101930,4640 209A ST,0,0,0,0,0
008341,4830 209A ST,386000,390000,316000,221000,354000
008342,4835 209A ST,472000,476000,386000,258000,407000
008340,4840 209A ST,366000,369000,300000,199000,313000
008343,4845 209A ST,317000,320000,259000,182000,286000
008339,4850 209A ST,387000,391000,317000,210000,333000
008344,4855 209A ST,352000,356000,288000,199000,314000
008338,4860 209A ST,395000,399000,323000,215000,341000
008337,4870 209A ST,339000,343000,277000,194000,307000
008336,4880 209A ST,557000,556000,447000,276000,429000
008335,4890 209A ST,456000,459000,371000,242000,379000
062143,5055 209 ST,0,0,0,0,0
062204,5079 209 ST,288000,291000,235000,164000,256000
062201,5095 209A ST,391000,393000,315000,216000,337000
062194,5098 209A ST,268000,272000,222000,150000,235000
062195,5100 209A ST,371000,375000,305000,211000,335000
062200,5101 209A ST,349000,353000,288000,196000,310000
062196,5102 209A ST,333000,337000,273000,190000,294000
062199,5105 209A ST,414000,417000,337000,235000,368000
062197,5106 209A ST,324000,328000,266000,182000,291000
062198,5110 209A ST,325000,327000,260000,176000,269000
007410,5114 209A ST,217000,221000,174000,95800,145000
007400,5124 209A ST,367000,294000,228000,125000,189000
007390,5134 209A ST,183000,187000,145000,79900,119000
007430,5139 209A ST,374000,375000,287000,118000,149000
007380,5144 209A ST,185000,188000,147000,83800,125000
007450,5149 209A ST,203000,206000,164000,83600,131000
007370,5154 209A ST,309000,312000,241000,125000,186000
007280,5163 209A ST,236000,238000,184000,100000,109000
007360,5164 209A ST,213000,215000,167000,88800,136000
007350,5174 209A ST,223000,226000,175000,93400,143000
007340,5184 209A ST,180000,183000,143000,79200,118000
101870,4635 210 ST,302000,305000,236000,122000,186000
101360,4645 210 ST,478000,358000,392000,271000,425000
101350,4655 210 ST,423000,425000,324000,161000,241000
101340,4665 210 ST,271000,276000,223000,120000,186000
101970,4683 210 ST,184000,187000,148000,77200,123000
100290,4731 210 ST,423000,426000,330000,177000,192000
100282,4749 210 ST,217000,210000,131000,95400,115000
100281,4755 210 ST,496000,499000,405000,275000,400000
100270,4763 210 ST,140000,135000,73100,52900,71200
101860,4785 210 ST,721000,723000,578000,405000,646000
101391,20980 48 AVE,815000,809000,643000,428000,679000
083100,20011 44 AVE,4852000,4513000,4260000,4185000,3165000
083110,20065 44 AVE,272000,160000,125000,82600,111000
083120,20079 44 AVE,151000,157000,123000,64500,104000
083130,20093 44 AVE,927000,910000,563000,0,84400
083140,20105 44 AVE,148000,153000,120000,56100,86900
083150,20125 44 AVE,159000,165000,130000,71700,111000
083160,20145 44 AVE,156000,161000,126000,67700,105000
083170,20165 44 AVE,224000,227000,177000,93100,144000
083180,20185 44 AVE,236000,238000,185000,91900,146000
082950,20201 44 AVE,269000,271000,213000,109000,169000
082940,20205 44 AVE,135000,139000,109000,57700,93400
082930,20209 44 AVE,140000,145000,113000,62400,93100
082920,20213 44 AVE,952000,1149000,452000,52200,82500
082910,20217 44 AVE,899000,892000,755000,505000,803000
082900,20221 44 AVE,220000,223000,176000,96500,145000
082890,20225 44 AVE,216000,217000,166000,91500,132000
082880,20229 44 AVE,404000,403000,327000,222000,342000
082870,20233 44 AVE,176000,182000,142000,76600,120000
082860,20237 44 AVE,187000,191000,149000,72700,113000
082850,20241 44 AVE,236000,237000,186000,100000,106000
082840,20245 44 AVE,120000,124000,99000,49300,79900
082830,20249 44 AVE,258000,260000,202000,107000,165000
082820,20253 44 AVE,213000,215000,166000,85600,81800
082810,20257 44 AVE,118000,122000,98100,51200,78600
082800,20261 44 AVE,950000,126000,99000,52300,84800
082790,20265 44 AVE,311000,314000,237000,168000,217000
082780,20269 44 AVE,161000,167000,131000,72000,116000
082770,20273 44 AVE,293000,228000,179000,65600,101000
082760,20277 44 AVE,176000,180000,140000,76900,114000
081880,20301 44 AVE,182000,188000,156000,90900,128000
081870,20313 44 AVE,303000,306000,248000,111000,146000
081860,20327 44 AVE,155000,160000,125000,67900,105000
092100,20601 44 AVE,205000,194000,101000,72800,98400
092110,20607 44 AVE,302000,305000,240000,137000,185000
092120,20611 44 AVE,272000,274000,120000,68800,107000
091750,20621 44 AVE,404000,407000,326000,174000,236000
091740,20631 44 AVE,404000,406000,309000,172000,251000
091730,20641 44 AVE,181000,184000,145000,76000,120000
091720,20651 44 AVE,317000,320000,249000,131000,197000
091710,20661 44 AVE,198000,205000,168000,101000,136000
091700,20671 44 AVE,307000,295000,179000,128000,153000
091690,20681 44 AVE,0,0,0,60800,90900
091672,20771 44 AVE,312000,315000,249000,133000,202000
091621,20781 44 AVE,434000,437000,352000,241000,384000
083260,20102 44A AVE,364000,367000,296000,170000,190000
083250,20118 44A AVE,202000,204000,162000,82400,127000
083240,20134 44A AVE,185000,112000,88400,45300,73400
084200,20139 44A AVE,163000,168000,131000,69000,108000
083230,20150 44A AVE,200000,202000,162000,85600,124000
084210,20155 44A AVE,156000,161000,126000,68300,106000
083220,20166 44A AVE,169000,175000,136000,73700,112000
083210,20182 44A AVE,200000,204000,169000,99100,136000
082580,20210 44A AVE,144000,149000,117000,54400,88100
082590,20214 44A AVE,207000,209000,165000,87400,137000
082280,20215 44A AVE,452000,451000,348000,184000,264000
082600,20216 44A AVE,177000,182000,143000,77300,120000
082270,20219 44A AVE,246000,249000,194000,99800,159000
082610,20220 44A AVE,159000,162000,138000,79600,111000
082260,20225 44A AVE,161000,167000,132000,73700,112000
082620,20226 44A AVE,191000,183000,109000,77500,96400
082630,20232 44A AVE,160000,166000,129000,70400,110000
082250,20233 44A AVE,169000,175000,137000,73900,115000
082240,20235 44A AVE,215000,217000,169000,67500,105000
082640,20236 44A AVE,274000,276000,215000,113000,173000
082230,20239 44A AVE,162000,167000,132000,71900,112000
082650,20240 44A AVE,312000,319000,245000,136000,124000
082220,20243 44A AVE,161000,166000,129000,69200,108000
082660,20244 44A AVE,176000,183000,143000,75000,117000
082670,20250 44A AVE,186000,193000,150000,81200,122000
082210,20251 44A AVE,205000,209000,165000,82900,134000
082680,20252 44A AVE,527000,526000,437000,297000,458000
082690,20256 44A AVE,247000,249000,194000,100000,160000
091780,20600 44A AVE,330000,334000,273000,165000,207000
091790,20610 44A AVE,365000,370000,304000,189000,250000
091800,20620 44A AVE,149000,155000,125000,65700,106000
091810,20630 44A AVE,316000,319000,249000,135000,179000
091820,20640 44A AVE,206000,211000,173000,99600,139000
091830,20650 44A AVE,298000,306000,267000,170000,199000
091990,20656 44A AVE,145000,138000,73100,52700,72200
092000,20660 44A AVE,333000,312000,163000,117000,154000
092010,20670 44A AVE,102000,98300,57200,39600,52800
091860,20680 44A AVE,384000,183000,142000,83700,120000
083380,20060 45 AVE,1258000,360000,83500,43800,70900
083690,20069 45 AVE,165000,171000,133000,68500,110000
083370,20070 45 AVE,490000,111000,89500,48900,76300
083700,20079 45 AVE,274000,276000,212000,111000,166000
083360,20080 45 AVE,254000,242000,144000,101000,122000
083710,20089 45 AVE,152000,158000,123000,65400,102000
083350,20090 45 AVE,143000,148000,115000,63900,96400
083720,20099 45 AVE,108000,105000,55600,40300,55000
082420,20223 45 AVE,218000,220000,170000,84700,125000
082450,20228 45 AVE,173000,174000,135000,72000,115000
082410,20233 45 AVE,124000,129000,100000,57200,82600
082460,20238 45 AVE,176000,182000,142000,77900,120000
082400,20243 45 AVE,110000,113000,89300,45800,74200
082390,20253 45 AVE,172000,173000,134000,69600,111000
082380,20263 45 AVE,336000,339000,262000,133000,214000
092490,20635 45 AVE,235000,238000,184000,103000,163000
073460,19652 45A AVE,293000,295000,228000,122000,183000
073470,19662 45A AVE,286000,288000,222000,120000,178000
073650,19665 45A AVE,292000,295000,227000,85500,129000
073480,19672 45A AVE,337000,340000,262000,142000,213000
073490,19682 45A AVE,274000,276000,224000,126000,182000
073500,19692 45A AVE,178000,182000,141000,78700,117000
072300,19934 45A AVE,132000,136000,110000,58000,89700
072310,19944 45A AVE,296000,299000,231000,129000,195000
072140,19959 45A AVE,0,0,0,0,0
072420,19974 45A AVE,150000,154000,122000,66900,102000
072151,19977 45A AVE,149000,148000,112000,125000,138000
072430,19984 45A AVE,305000,307000,237000,126000,109000
072152,19991 45A AVE,332000,335000,261000,141000,210000
072440,19994 45A AVE,165000,169000,134000,66600,103000
072153,19997 45A AVE,255000,257000,197000,109000,159000
083650,20042 45A AVE,133000,127000,72900,48700,62100
083640,20052 45A AVE,118000,114000,63300,42600,58100
083630,20062 45A AVE,216000,204000,106000,67600,87100
083600,20063 45A AVE,236000,223000,116000,100000,127000
083620,20072 45A AVE,210000,202000,127000,89000,106000
083610,20073 45A AVE,243000,246000,191000,99400,157000
083590,20093 45A AVE,138000,143000,113000,51800,84000
083580,20095 45A AVE,326000,326000,252000,127000,198000
092820,20411 45A AVE,211000,218000,176000,93200,144000
092830,20425 45A AVE,347000,351000,273000,133000,198000
092840,20439 45A AVE,278000,279000,228000,129000,191000
092850,20451 45A AVE,326000,328000,267000,149000,219000
092860,20465 45A AVE,203000,208000,173000,100000,140000
092870,20479 45A AVE,426000,429000,332000,178000,272000
092880,20491 45A AVE,194000,200000,159000,86700,132000
092890,20501 45A AVE,204000,211000,165000,88800,134000
092900,20515 45A AVE,305000,308000,239000,127000,190000
092910,20529 45A AVE,185000,191000,150000,82200,124000
092920,20541 45A AVE,286000,290000,225000,122000,191000
092930,20551 45A AVE,537000,536000,419000,183000,275000
092810,20560 45A AVE,311000,314000,243000,124000,187000
092940,20563 45A AVE,318000,322000,250000,134000,203000
092950,20577 45A AVE,267000,270000,210000,128000,188000
092350,20582 45A AVE,275000,278000,215000,112000,171000
091490,20671 45A AVE,146000,150000,117000,63400,98300
091500,20681 45A AVE,454000,448000,245000,65400,99800
091510,20691 45A AVE,238000,242000,191000,115000,173000
092070,20701 45A AVE,134000,136000,108000,57900,92500
092080,20711 45A AVE,214000,216000,167000,86800,136000
092090,20721 45A AVE,281000,285000,226000,131000,185000
101070,20815 45A AVE,137000,140000,111000,57300,89900
101200,20816 45A AVE,0,0,0,0,0
101080,20829 45A AVE,142000,145000,113000,61100,94000
101190,20830 45A AVE,126000,120000,66500,45200,60100
101180,20844 45A AVE,192000,196000,157000,82600,130000
101111, 45A AVE,0,0,0,0,0
101100,20857 45A AVE,130000,132000,102000,56300,85000
101170,20858 45A AVE,342000,344000,275000,150000,223000
101310,20871 45A AVE,191000,194000,153000,75800,123000
101160,20872 45A AVE,404000,387000,243000,174000,204000
101320,20881 45A AVE,129000,132000,103000,55700,88100
101330,20885 45A AVE,181000,184000,144000,78500,121000
101150,20886 45A AVE,1687000,1646000,1593000,1071000,1689000
101140,20900 45A AVE,224000,229000,190000,111000,150000
100880,20910 45A AVE,133000,136000,107000,61700,88900
100890,20920 45A AVE,159000,164000,128000,70600,107000
100900,20930 45A AVE,244000,247000,192000,102000,158000
100860,20931 45A AVE,226000,230000,181000,100000,98600
100910,20940 45A AVE,293000,293000,241000,141000,190000
100850,20941 45A AVE,256000,259000,203000,101000,162000
100920,20950 45A AVE,148000,152000,122000,67400,102000
100840,20951 45A AVE,242000,247000,205000,123000,160000
100930,20960 45A AVE,159000,165000,131000,73800,111000
073700,19651 45B AVE,268000,271000,210000,112000,167000
073683,19661 45B AVE,502000,505000,407000,140000,210000
073730,19671 45B AVE,149000,151000,118000,66100,99500
073770,19681 45B AVE,181000,185000,143000,80500,120000
070614,19903 45B AVE,460000,464000,381000,234000,371000
070615,19913 45B AVE,399000,403000,333000,231000,345000
070616,19923 45B AVE,428000,431000,347000,237000,370000
071341,19606 46 AVE,206000,212000,166000,88300,137000
071330,19610 46 AVE,297000,301000,240000,144000,208000
073810,19613 46 AVE,454000,458000,362000,165000,203000
073690,19620 46 AVE,201000,205000,160000,84600,127000
073822,19623 46 AVE,484000,488000,396000,304000,450000
073821,19633 46 AVE,638000,643000,522000,367000,584000
071421,19645 46 AVE,363000,366000,296000,196000,310000
073681,19650 46 AVE,524000,523000,419000,283000,446000
073682,19660 46 AVE,477000,481000,388000,262000,413000
071730,19675 46 AVE,182000,187000,148000,82700,127000
073740,19684 46 AVE,320000,322000,249000,265000,152000
071430,19689 46 AVE,260000,264000,207000,114000,172000
073750,19694 46 AVE,175000,178000,139000,76300,114000
071440,19703 46 AVE,372000,377000,302000,159000,245000
071910,19707 46 AVE,395000,398000,308000,155000,246000
073590,19720 46 AVE,268000,271000,209000,113000,169000
070950,19730 46 AVE,211000,215000,180000,105000,136000
073800,19741 46 AVE,410000,412000,315000,167000,251000
073790,19751 46 AVE,213000,217000,170000,94800,142000
073250,19757 46 AVE,163000,168000,132000,73600,108000
071091,19744 46 AVE,898000,719000,208000,0,0
070680,19770 46 AVE,164000,168000,131000,72800,106000
073260,19775 46 AVE,142000,136000,73100,51500,72600
070821,19810 46 AVE,0,0,0,0,0
070880,19797 46 AVE,147000,150000,118000,66300,97400
071350,19845 46 AVE,590000,583000,475000,325000,483000
072980,4594 198B ST,674000,673000,543000,372000,592000
071360,19851 46 AVE,162000,165000,130000,59200,93700
072990,19856 46 AVE,256000,258000,211000,118000,117000
070611,19900 46 AVE,187000,194000,162000,89100,129000
070480,19901 46 AVE,237000,239000,185000,100000,146000
070612,19910 46 AVE,168000,174000,137000,66900,105000
070490,19911 46 AVE,610000,451000,498000,340000,531000
070613,19920 46 AVE,221000,224000,173000,86700,130000
070500,19921 46 AVE,327000,331000,264000,145000,213000
070600,19930 46 AVE,174000,175000,168000,122000,139000
070510,19931 46 AVE,270000,273000,221000,126000,168000
070590,19940 46 AVE,219000,222000,176000,89000,138000
070520,19941 46 AVE,238000,240000,185000,136000,167000
070470,19947 46 AVE,228000,232000,203000,76900,98700
070580,19950 46 AVE,378000,384000,314000,196000,263000
070390,19957 46 AVE,1264000,1255000,1004000,688000,1052000
070570,19960 46 AVE,164000,170000,133000,88700,117000
070311,19967 46 AVE,488000,492000,404000,280000,425000
070560,19970 46 AVE,572000,575000,463000,248000,362000
070312,19977 46 AVE,348000,351000,304000,199000,312000
070551,19980 46 AVE,250000,253000,195000,104000,156000
080240,20210 46 AVE,147000,151000,120000,66900,102000
080250,20220 46 AVE,172000,176000,145000,73600,119000
081080,20221 46 AVE,257000,260000,201000,114000,169000
080260,20230 46 AVE,161000,167000,132000,73500,109000
081090,20231 46 AVE,367000,369000,283000,137000,218000
080270,20240 46 AVE,129000,133000,106000,57200,87400
081100,20241 46 AVE,157000,161000,126000,67100,102000
080280,20250 46 AVE,214000,215000,171000,83400,133000
081110,20251 46 AVE,169000,174000,140000,77100,120000
080290,20260 46 AVE,208000,210000,164000,86200,135000
081120,20261 46 AVE,160000,164000,131000,72700,112000
080300,20270 46 AVE,189000,195000,155000,80900,131000
081130,20271 46 AVE,179000,182000,151000,89900,123000
080310,20280 46 AVE,174000,165000,92300,66800,84500
080320,20290 46 AVE,150000,146000,88600,65200,81300
080330,20300 46 AVE,188000,195000,155000,81300,131000
090920,20401 46 AVE,200000,206000,161000,87800,137000
091560,20410 46 AVE,177000,183000,146000,78600,124000
090921,20421 46 AVE,136000,139000,109000,57600,91600
091570,20426 46 AVE,182000,189000,150000,81400,124000
091530,20430 46 AVE,325000,328000,252000,135000,201000
090930,20431 46 AVE,140000,144000,115000,60800,94900
091540,20440 46 AVE,193000,200000,158000,84300,128000
090940,20441 46 AVE,1445000,42500,0,90800,130000
091550,20450 46 AVE,186000,193000,152000,80900,119000
090950,20451 46 AVE,419000,421000,321000,145000,113000
091480,20460 46 AVE,630000,627000,513000,340000,424000
090960,20461 46 AVE,180000,185000,145000,82300,123000
091470,20470 46 AVE,141000,144000,113000,61100,93300
090970,20471 46 AVE,156000,160000,125000,65900,99500
091460,20480 46 AVE,212000,220000,174000,97100,144000
090980,20481 46 AVE,225000,229000,185000,100000,151000
091450,20490 46 AVE,180000,186000,147000,79900,120000
090990,20491 46 AVE,132000,135000,105000,66000,95900
092141,20501 46 AVE,136000,139000,109000,59100,92700
091440,20530 46 AVE,163000,166000,130000,72300,109000
091430,20540 46 AVE,261000,265000,207000,115000,173000
092145,20575 46 AVE,685000,686000,544000,361000,575000
091241,20580 46 AVE,144000,148000,116000,52500,81800
093871,20585 46 AVE,432000,434000,337000,159000,235000
093880,20595 46 AVE,1509000,37000,0,60200,101000
091020,20631 46 AVE,303000,308000,257000,156000,202000
091030,20641 46 AVE,489000,511000,381000,215000,300000
091040,20651 46 AVE,149000,152000,119000,66800,101000
091260,20670 46 AVE,133000,136000,106000,59900,88900
091050,20671 46 AVE,411000,411000,332000,231000,359000
091060,20681 46 AVE,122000,125000,99700,54200,80200
091250,20690 46 AVE,263000,269000,233000,80300,108000
091070,20691 46 AVE,125000,121000,72300,53100,67400
091210,20700 46 AVE,335000,341000,281000,167000,218000
091080,20701 46 AVE,190000,197000,155000,86900,128000
091200,20710 46 AVE,137000,141000,115000,63600,92100
091090,20711 46 AVE,173000,177000,152000,83100,120000
091100,20719 46 AVE,124000,127000,100000,57400,89600
091190,20720 46 AVE,144000,148000,120000,70200,99900
091112,20729 46 AVE,310000,312000,242000,124000,197000
091180,20732 46 AVE,186000,193000,152000,87300,130000
100502,20810 46 AVE,356000,359000,290000,201000,315000
101950,20851 46 AVE,476000,471000,370000,200000,306000
100640,20857 46 AVE,424000,423000,327000,177000,256000
100650,20881 46 AVE,143000,145000,115000,62100,98100
100710,20890 46 AVE,245000,248000,195000,103000,159000
100770,20891 46 AVE,305000,307000,237000,127000,188000
100760,20901 46 AVE,1358000,1346000,1276000,882000,1361000
100750,20911 46 AVE,223000,231000,180000,99400,150000
100790,20930 46 AVE,426000,429000,342000,195000,265000
101060,20931 46 AVE,342000,345000,265000,70500,109000
100800,20940 46 AVE,218000,221000,173000,97100,145000
100810,20950 46 AVE,188000,185000,172000,76400,114000
072110,19601 46A AVE,277000,279000,217000,115000,174000
072120,19602 46A AVE,226000,228000,176000,92900,142000
072100,19611 46A AVE,159000,163000,128000,71000,106000
072130,19612 46A AVE,163000,167000,132000,58000,84500
071660,19621 46A AVE,236000,239000,184000,101000,155000
071670,19622 46A AVE,144000,148000,114000,61800,97200
071650,19631 46A AVE,273000,275000,215000,115000,177000
072860,19632 46A AVE,141000,145000,115000,63300,98200
071640,19641 46A AVE,148000,152000,121000,66900,104000
071690,19642 46A AVE,157000,161000,132000,72300,111000
071630,19651 46A AVE,284000,285000,219000,116000,100000
071700,19652 46A AVE,333000,336000,258000,145000,210000
071620,19661 46A AVE,320000,322000,247000,143000,207000
071610,19671 46A AVE,282000,283000,219000,117000,179000
071600,19681 46A AVE,191000,197000,155000,83800,128000
071590,19691 46A AVE,252000,254000,192000,101000,157000
071830,19718 46A AVE,138000,143000,112000,59400,96100
071840,19720 46A AVE,137000,142000,111000,57100,92500
072020,19721 46A AVE,158000,162000,129000,70700,109000
071950,19725 46A AVE,154000,158000,125000,69300,106000
071930,19750 46A AVE,139000,143000,127000,64900,104000
071940,19751 46A AVE,142000,146000,115000,62500,97700
073240,19760 46A AVE,175000,181000,140000,77800,116000
073190,19761 46A AVE,371000,371000,287000,156000,229000
073230,19770 46A AVE,259000,261000,206000,105000,169000
073200,19771 46A AVE,219000,221000,170000,92600,137000
073220,19780 46A AVE,182000,186000,158000,88700,129000
073210,19781 46A AVE,146000,151000,118000,64000,99100
072550,19867 46A AVE,242000,244000,188000,102000,153000
072670,19868 46A AVE,214000,217000,176000,87200,136000
072560,19877 46A AVE,130000,135000,107000,59100,88700
072660,19878 46A AVE,155000,159000,127000,58500,94900
072570,19887 46A AVE,233000,237000,189000,103000,158000
072650,19888 46A AVE,244000,247000,196000,100000,152000
072580,19903 46A AVE,165000,171000,138000,75500,116000
072630,19912 46A AVE,242000,245000,193000,101000,159000
072590,19913 46A AVE,149000,154000,124000,67200,104000
072600,19923 46A AVE,163000,169000,136000,70400,107000
072610,19933 46A AVE,276000,279000,215000,115000,175000
083520,20002 46A AVE,121000,125000,97400,52000,77800
083880,20003 46A AVE,167000,169000,131000,66900,107000
083890,20009 46A AVE,130000,126000,70200,50000,64200
083530,20014 46A AVE,149000,154000,120000,64800,99900
083900,20015 46A AVE,288000,265000,203000,75200,110000
083910,20021 46A AVE,207000,199000,118000,83200,102000
083540,20022 46A AVE,125000,129000,101000,53300,81300
083920,20027 46A AVE,166000,171000,133000,70400,103000
083930,20033 46A AVE,101000,98100,52000,37700,51300
083860,20038 46A AVE,154000,159000,124000,67200,104000
083940,20039 46A AVE,163000,159000,91000,49200,63200
083950,20045 46A AVE,101000,98100,52100,38300,52200
083850,20046 46A AVE,216000,222000,182000,103000,141000
083960,20051 46A AVE,113000,110000,58200,41200,56200
083840,20052 46A AVE,168000,173000,136000,72000,112000
083970,20057 46A AVE,104000,101000,53400,38700,52700
083830,20058 46A AVE,161000,167000,131000,66100,107000
083980,20063 46A AVE,193000,183000,100000,69600,91200
083820,20064 46A AVE,178000,184000,144000,76900,117000
083990,20069 46A AVE,131000,127000,69700,47700,62400
083810,20070 46A AVE,343000,170000,92200,63900,81400
084000,20075 46A AVE,126000,122000,68800,50200,63600
083800,20076 46A AVE,147000,143000,80000,57600,73700
083790,20080 46A AVE,131000,128000,69800,50800,66300
084010,20081 46A AVE,161000,167000,131000,70000,113000
084020,20087 46A AVE,210000,198000,103000,68400,91400
081200,20262 46A AVE,292000,294000,227000,120000,183000
081210,20263 46A AVE,228000,232000,181000,98600,146000
081190,20272 46A AVE,167000,169000,143000,82200,117000
081220,20273 46A AVE,150000,154000,123000,66800,104000
081590,20282 46A AVE,163000,165000,141000,85200,116000
081230,20283 46A AVE,175000,181000,141000,74400,115000
081600,20292 46A AVE,214000,216000,167000,97700,145000
081240,20293 46A AVE,160000,165000,131000,65700,103000
090822,20434 46A AVE,337000,340000,261000,144000,208000
090823,20440 46A AVE,370000,374000,303000,209000,331000
090825,20442 46A AVE,0,0,0,0,0
090850,20451 46A AVE,433000,327000,364000,252000,407000
090761,20460 46A AVE,496000,498000,415000,226000,323000
090840,20461 46A AVE,206000,209000,164000,88800,138000
090710,20477 46A AVE,192000,197000,155000,85200,130000
090720,20487 46A AVE,434000,438000,337000,183000,266000
094210,20500 46A AVE,493000,369000,402000,292000,465000
090590,20507 46A AVE,172000,176000,137000,73700,115000
092130,20524 46A AVE,177000,168000,87600,62300,84200
090580,20525 46A AVE,0,0,115000,63200,95700
092143,20536 46A AVE,720000,723000,582000,345000,523000
092280,20541 46A AVE,0,0,195000,109000,167000
092147,20550 46A AVE,563000,421000,459000,317000,502000
092146,20560 46A AVE,837000,832000,669000,425000,622000
091291,20571 46A AVE,394000,397000,304000,173000,238000
091300,20591 46A AVE,403000,308000,360000,252000,394000
090396,4642 206 ST,1278000,1277000,1204000,821000,0
091410,20615 46A AVE,223000,232000,183000,103000,158000
090392,20622 46A AVE,349000,352000,283000,211000,333000
090394,20628 46A AVE,676000,674000,538000,371000,591000
091422,20629 46A AVE,743000,739000,584000,398000,627000
091423,20633 46A AVE,791000,788000,629000,433000,689000
090395,20634 46A AVE,601000,600000,476000,300000,473000
091421,20637 46A AVE,653000,649000,518000,358000,558000
090381,20640 46A AVE,358000,360000,290000,196000,304000
